"permit_id"
"2-6308-00555/00001"
"2-6205-01807/00001"
"2-6101-00600/00001"
"2-6205-01696/00001"
"2-6306-00072/00001"
"2-6101-01151/00001"
"2-6204-01430/00003"
"2-6204-00058/00004"
"2-6303-00190/00002"
"2-6304-01503/00004"
"2-6102-00079/02001"
"2-6202-01787/00002"
"2-6304-01422/00002"
"2-6203-00038/00003"
"2-6006-00011/00011"
"2-6007-00130/00002"
"2-6308-00019/00095"
"2-6104-00279/00002"
"2-6005-00232/00004"
"2-6201-00030/00010"
"2-6205-00087/00004"
"2-6202-01657/00001"
"2-6101-01278/00001"
"2-6106-00002/00023"
"2-6306-00062/00002"
"2-6007-00025/02005"
"2-6002-00055/00010"
"2-6202-00106/00005"
"2-6206-00038/00015"
"2-6202-01636/00001"
"2-6102-00010/00019"
"2-6205-01660/00002"
"2-6004-00119/00001"
"2-6206-01438/00002"
"2-6204-01499/00001"
"2-6104-00339/00003"
"2-6205-00339/00004"
"2-6206-01492/00002"
"2-6099-00011/00005"
"2-6308-00021/02002"
"2-6202-01788/00001"
"2-6005-00115/00008"
"2-6306-00064/00001"
"2-6202-00111/00001"
"2-6202-00044/00004"
"2-6202-00153/00004"
"2-6403-00224/00001"
"2-6205-00331/00001"
"2-6105-00262/00011"
"2-6308-00709/00007"
"2-6005-00864/00001"
"2-6202-00100/00006"
"2-6302-00012/00044"
"2-6401-00065/00004"
"2-6403-00031/00033"
"2-6202-00674/00004"
"2-6301-00008/02003"
"2-6101-00310/00005"
"2-6204-00007/00016"
"2-6102-00004/00006"
"2-6002-00226/00004"
"2-6206-00032/00004"
"2-6004-00092/00001"
"2-6301-00784/00001"
"2-6307-00242/00007"
"2-6104-00276/00001"
"2-6202-01666/00002"
"2-6302-00004/00005"
"2-6401-00068/00011"
"2-6002-00085/00002"
"2-6202-01816/00001"
"2-6107-00396/00001"
"2-6007-00792/00001"
"2-6203-00017/00007"
"2-6105-00301/00011"
"2-6404-00581/00001"
"2-6001-00202/00001"
"2-6104-00174/00011"
"2-6205-01784/00001"
"2-6104-00015/00009"
"2-6206-01525/00001"
"2-6304-00268/00028"
"2-6204-00139/00005"
"2-6203-00005/00049"
"2-6004-00099/00001"
"2-6103-00406/00002"
"2-6101-00253/00003"
"2-6104-00195/00005"
"2-6201-00056/00009"
"2-6205-01736/00001"
"2-6005-00148/00003"
"2-6205-01771/00001"
"2-6206-01474/00001"
"2-6403-00277/00002"
"2-6101-00458/00001"
"2-6007-00245/00002"
"2-6004-00346/00003"
"2-6403-00107/00017"
"2-6304-01496/00002"
"2-6401-00042/00059"
"2-6101-00093/00008"
"2-6004-00089/00003"
"2-6004-00065/00009"
"2-6001-00026/02003"
"2-6104-01298/00003"
"2-6202-00177/00001"
"2-6302-00138/00028"
"2-6107-00141/00013"
"2-6206-00053/00003"
"2-6307-00486/00003"
"2-6004-00079/00006"
"2-6302-00083/00005"
"2-6205-00432/00003"
"2-6201-00004/00009"
"2-6101-00393/00001"
"2-6101-00369/00001"
"2-6202-00724/00001"
"2-6204-01648/00001"
"2-6405-00031/02001"
"2-6206-01442/00002"
"2-6205-01565/00004"
"2-6002-00062/00005"
"2-6203-00037/00001"
"2-6204-00692/00001"
"2-6401-00302/00003"
"2-6203-00047/00005"
"2-6107-00159/00016"
"2-6302-00169/00011"
"2-6005-00011/00009"
"2-6307-00216/00004"
"2-6306-00067/00009"
"2-6301-00767/00006"
"2-6203-00001/00006"
"2-6105-00009/02003"
"2-6403-00263/00001"
